child_id,group,question_id,question_type,shown_letters,target_letter,selected_letter,correct,response_time_ms
873,dyslexic,q6,matching,"q,u",q,q,1,1789
114,non-dyslexic,q96,matching,"q,d,u",d,d,1,1520
962,dyslexic,q2,matching,"d,p",p,p,1,2353
675,dyslexic,q29,same_different,"d,u",different,different,1,2216
266,dyslexic,q12,matching,"n,b",b,b,1,2394
120,non-dyslexic,q26,matching,"n,q,m",q,q,1,1422
33,non-dyslexic,q89,same_different,"u,p",different,different,1,917
902,non-dyslexic,q9,matching,"m,u",u,u,1,1014
635,non-dyslexic,q25,same_different,"p,p",same,same,1,1236
225,non-dyslexic,q35,matching,"d,p",p,p,1,1193
514,non-dyslexic,q74,matching,"d,p",p,p,1,1368
231,dyslexic,q98,same_different,"q,m",different,different,1,1922
203,non-dyslexic,q94,matching,"b,m",m,m,1,1305
907,dyslexic,q95,matching,"n,p,d",p,n,0,1424
596,non-dyslexic,q62,same_different,"p,p",same,same,1,1408
97,dyslexic,q59,matching,"b,q,n",b,b,1,2028
987,non-dyslexic,q54,matching,"n,q",n,n,1,962
675,dyslexic,q89,same_different,"m,p",different,different,1,1992
961,dyslexic,q58,matching,"b,m",m,m,1,2230
666,non-dyslexic,q72,matching,"p,q",q,q,1,895
723,dyslexic,q35,matching,"d,b",b,b,1,2020
217,dyslexic,q52,matching,"d,n",d,d,1,2430
934,non-dyslexic,q36,same_different,"m,b",different,different,1,1429
337,dyslexic,q98,matching,"q,u",q,q,1,1686
697,non-dyslexic,q90,matching,"u,n,p",u,u,1,1255
142,dyslexic,q16,matching,"u,n,b",b,u,0,2253
31,non-dyslexic,q27,same_different,"u,b",different,different,1,1113
954,non-dyslexic,q2,matching,"u,m",u,u,1,1517
953,dyslexic,q16,same_different,"q,q",same,different,0,1805
824,dyslexic,q12,matching,"u,p,m",p,p,1,2075
162,dyslexic,q92,same_different,"b,n",different,same,0,1884
656,non-dyslexic,q3,same_different,"p,u",different,different,1,1343
28,non-dyslexic,q77,same_different,"b,b",same,same,1,994
377,dyslexic,q78,same_different,"p,d",different,different,1,2265
675,non-dyslexic,q7,same_different,"u,n",different,different,1,1462
552,dyslexic,q61,same_different,"q,q",same,same,1,2135
695,dyslexic,q83,same_different,"b,q",different,different,1,2338
944,non-dyslexic,q19,same_different,"p,p",same,same,1,876
488,dyslexic,q77,same_different,"q,q",same,same,1,1501
32,non-dyslexic,q70,same_different,"m,n",different,same,0,983
164,non-dyslexic,q68,same_different,"m,q",different,different,1,1179
863,non-dyslexic,q97,same_different,"n,n",same,same,1,1479
975,non-dyslexic,q83,matching,"b,q",b,b,1,1099
615,non-dyslexic,q50,same_different,"d,d",same,same,1,1378
544,dyslexic,q3,same_different,"m,m",same,same,1,2267
945,non-dyslexic,q87,matching,"p,m",m,m,1,1152
260,dyslexic,q67,matching,"b,n",n,u,0,1622
167,non-dyslexic,q48,same_different,"q,q",same,same,1,1016
470,dyslexic,q2,same_different,"m,p",different,different,1,2415
61,dyslexic,q49,matching,"d,q,p",d,u,0,1725
361,dyslexic,q90,matching,"n,m",m,p,0,2099
995,dyslexic,q52,matching,"b,p",p,d,0,2024
284,non-dyslexic,q52,matching,"d,q",d,d,1,1428
795,non-dyslexic,q68,matching,"d,p",p,p,1,1466
927,dyslexic,q96,same_different,"p,d",different,different,1,1674
578,non-dyslexic,q2,matching,"q,m",m,m,1,1249
625,non-dyslexic,q77,same_different,"m,n",different,same,0,1424
221,dyslexic,q71,matching,"n,q,u",u,u,1,2537
445,dyslexic,q16,same_different,"p,p",same,same,1,2351
917,non-dyslexic,q32,same_different,"p,d",different,different,1,925
130,non-dyslexic,q4,same_different,"b,b",same,same,1,1379
151,non-dyslexic,q93,same_different,"u,p",different,different,1,906
749,non-dyslexic,q10,same_different,"p,p",same,same,1,1514
330,dyslexic,q82,matching,"n,p,q",p,p,1,2374
963,non-dyslexic,q38,same_different,"p,m",different,different,1,988
188,dyslexic,q30,same_different,"m,q",different,different,1,2391
638,non-dyslexic,q72,matching,"n,p",p,p,1,825
486,non-dyslexic,q32,same_different,"q,q",same,same,1,1448
586,dyslexic,q62,same_different,"u,n",different,different,1,2263
870,non-dyslexic,q40,same_different,"u,u",same,same,1,1048
231,non-dyslexic,q85,same_different,"q,n",different,different,1,902
54,non-dyslexic,q64,same_different,"n,n",same,different,0,1173
232,non-dyslexic,q97,same_different,"b,d",different,different,1,1549
740,dyslexic,q26,matching,"b,d,p",p,p,1,1779
282,non-dyslexic,q37,same_different,"u,u",same,same,1,1453
887,dyslexic,q29,matching,"q,p,b",b,b,1,2043
35,non-dyslexic,q89,matching,"n,d",d,d,1,1258
198,non-dyslexic,q5,same_different,"m,p",different,different,1,1546
81,non-dyslexic,q13,matching,"p,n,m",n,n,1,1208
683,dyslexic,q51,same_different,"n,q",different,different,1,1693
602,dyslexic,q2,matching,"m,p",m,d,0,2200
560,dyslexic,q11,same_different,"n,d",different,different,1,1760
963,non-dyslexic,q6,same_different,"m,p",different,different,1,1383
972,dyslexic,q89,same_different,"n,q",different,different,1,1883
162,non-dyslexic,q44,same_different,"q,p",different,different,1,1063
740,dyslexic,q93,matching,"d,m",m,m,1,2275
516,non-dyslexic,q7,matching,"b,m,d",b,u,0,1073
717,non-dyslexic,q70,matching,"b,d",b,b,1,1212
99,dyslexic,q36,matching,"d,q,u",d,d,1,1666
672,non-dyslexic,q38,matching,"d,b",b,b,1,1454
8,non-dyslexic,q35,matching,"q,n,b",b,b,1,1103
917,dyslexic,q57,same_different,"p,q",different,same,0,2072
747,dyslexic,q35,matching,"q,d,u",q,q,1,2313
591,dyslexic,q1,matching,"n,q",n,p,0,1449
383,non-dyslexic,q72,matching,"m,q,b",q,b,0,1262
43,dyslexic,q31,matching,"b,d,m",m,m,1,2157
273,non-dyslexic,q80,same_different,"b,d",different,different,1,983
825,non-dyslexic,q82,same_different,"d,d",same,same,1,1187
706,dyslexic,q59,matching,"d,b,m",m,q,0,1454
639,non-dyslexic,q56,same_different,"d,d",same,same,1,1379
678,dyslexic,q35,same_different,"b,b",same,same,1,2091
711,dyslexic,q43,same_different,"m,m",same,same,1,2004
736,non-dyslexic,q50,matching,"p,u",u,u,1,1255
888,dyslexic,q88,matching,"m,q,b",q,q,1,1792
241,non-dyslexic,q53,same_different,"u,q",different,different,1,1240
459,dyslexic,q58,same_different,"u,q",different,different,1,1584
362,non-dyslexic,q9,matching,"b,p",b,b,1,981
236,non-dyslexic,q82,same_different,"q,u",different,different,1,943
540,non-dyslexic,q8,matching,"p,b,d",p,p,1,1227
581,dyslexic,q91,matching,"d,b,p",p,m,0,2010
327,non-dyslexic,q16,same_different,"u,n",different,different,1,1445
446,non-dyslexic,q39,matching,"p,q,b",b,b,1,1312
622,non-dyslexic,q81,matching,"p,n",n,n,1,1052
764,non-dyslexic,q61,same_different,"m,m",same,same,1,1046
191,dyslexic,q78,matching,"d,u",d,d,1,2196
491,dyslexic,q88,same_different,"d,m",different,different,1,1675
191,non-dyslexic,q18,matching,"u,q,n",n,n,1,1057
170,non-dyslexic,q31,same_different,"d,n",different,different,1,955
140,dyslexic,q24,same_different,"m,m",same,different,0,1574
632,dyslexic,q98,same_different,"m,m",same,same,1,1830
676,dyslexic,q76,same_different,"m,b",different,different,1,2321
883,dyslexic,q35,matching,"q,p",p,p,1,2182
72,dyslexic,q29,same_different,"b,u",different,different,1,1753
219,non-dyslexic,q24,matching,"d,q",q,q,1,1075
962,dyslexic,q93,same_different,"q,u",different,different,1,1541
4,dyslexic,q47,same_different,"d,q",different,different,1,1763
639,non-dyslexic,q39,same_different,"n,n",same,same,1,1465
305,non-dyslexic,q17,matching,"q,p,m",q,q,1,1265
381,non-dyslexic,q1,matching,"u,b",u,u,1,1125
679,non-dyslexic,q82,matching,"n,b,p",p,p,1,1274
498,non-dyslexic,q27,same_different,"m,d",different,different,1,1557
497,non-dyslexic,q70,matching,"p,m",m,m,1,1202
15,non-dyslexic,q77,same_different,"d,q",different,different,1,1053
135,non-dyslexic,q76,matching,"b,d",b,b,1,990
631,dyslexic,q44,same_different,"p,p",same,same,1,2216
448,non-dyslexic,q21,same_different,"d,m",different,different,1,1238
308,dyslexic,q82,same_different,"p,q",different,different,1,2237
66,non-dyslexic,q100,same_different,"d,d",same,same,1,1308
338,non-dyslexic,q38,same_different,"q,q",same,same,1,1182
741,dyslexic,q83,matching,"n,m,u",u,p,0,1806
772,non-dyslexic,q66,matching,"m,q,d",d,d,1,961
879,non-dyslexic,q20,same_different,"q,q",same,same,1,1423
428,dyslexic,q52,same_different,"b,b",same,same,1,1913
461,non-dyslexic,q53,matching,"p,u,n",u,u,1,1041
482,non-dyslexic,q1,same_different,"b,q",different,different,1,1359
877,dyslexic,q88,same_different,"p,p",same,same,1,1759
158,dyslexic,q33,matching,"p,b,d",p,p,1,1952
437,dyslexic,q100,same_different,"u,p",different,same,0,2163
464,dyslexic,q32,matching,"u,p,d",u,u,1,1836
178,dyslexic,q89,matching,"b,m",m,d,0,1846
593,dyslexic,q99,matching,"m,q,u",q,q,1,1765
157,non-dyslexic,q15,same_different,"p,q",different,different,1,1186
937,dyslexic,q27,matching,"p,m,b",b,b,1,2218
977,dyslexic,q33,same_different,"p,m",different,same,0,1481
674,non-dyslexic,q1,same_different,"n,n",same,same,1,904
993,dyslexic,q68,same_different,"p,p",same,different,0,1536
196,non-dyslexic,q20,same_different,"d,b",different,different,1,1390
293,non-dyslexic,q59,matching,"n,p",n,n,1,1423
274,non-dyslexic,q88,same_different,"d,b",different,different,1,1087
328,non-dyslexic,q67,matching,"b,m,q",b,b,1,1068
995,non-dyslexic,q4,matching,"n,m,p",n,n,1,1366
951,non-dyslexic,q13,matching,"q,u",q,q,1,1186
990,non-dyslexic,q88,same_different,"p,b",different,different,1,1011
554,non-dyslexic,q38,same_different,"q,p",different,different,1,1383
562,non-dyslexic,q3,matching,"q,n",q,q,1,1315
462,non-dyslexic,q75,same_different,"d,d",same,same,1,1400
37,non-dyslexic,q98,matching,"b,n,m",n,n,1,1405
331,non-dyslexic,q10,matching,"p,d,m",m,m,1,1495
640,non-dyslexic,q58,same_different,"q,q",same,same,1,1254
617,dyslexic,q75,matching,"d,q,m",d,d,1,2094
454,non-dyslexic,q68,same_different,"u,d",different,different,1,1228
155,dyslexic,q52,same_different,"d,b",different,same,0,2024
648,non-dyslexic,q95,same_different,"m,m",same,different,0,1485
660,dyslexic,q84,same_different,"m,d",different,different,1,2372
8,non-dyslexic,q50,same_different,"u,u",same,same,1,1147
799,dyslexic,q72,same_different,"q,m",different,different,1,1861
524,non-dyslexic,q56,matching,"d,n",n,n,1,1385
472,non-dyslexic,q53,same_different,"d,d",same,same,1,1411
242,non-dyslexic,q99,same_different,"u,n",different,different,1,1214
349,non-dyslexic,q88,matching,"p,d",p,p,1,1159
281,non-dyslexic,q36,matching,"m,u,d",m,p,0,943
910,non-dyslexic,q7,same_different,"u,d",different,same,0,1142
204,non-dyslexic,q57,same_different,"p,n",different,different,1,1500
77,non-dyslexic,q75,matching,"m,b,d",m,m,1,1308
643,dyslexic,q55,matching,"m,p,b",m,q,0,2252
977,dyslexic,q3,same_different,"q,d",different,different,1,1946
777,non-dyslexic,q85,same_different,"u,u",same,different,0,1289
724,non-dyslexic,q77,same_different,"n,n",same,same,1,1570
761,dyslexic,q5,same_different,"m,m",same,same,1,2291
312,non-dyslexic,q30,same_different,"d,d",same,same,1,1198
564,dyslexic,q95,matching,"u,q,b",q,p,0,1796
867,non-dyslexic,q33,matching,"p,n",n,n,1,1044
499,dyslexic,q79,same_different,"q,q",same,same,1,2412
920,dyslexic,q66,same_different,"q,m",different,different,1,2438
913,non-dyslexic,q30,matching,"q,n,b",b,b,1,1427
711,non-dyslexic,q58,matching,"m,n",m,m,1,1265
653,non-dyslexic,q26,same_different,"u,u",same,same,1,1347
31,non-dyslexic,q83,matching,"m,d",d,d,1,1301
615,non-dyslexic,q54,matching,"d,p",p,q,0,986
138,non-dyslexic,q17,same_different,"n,u",different,different,1,1367
75,non-dyslexic,q27,matching,"q,u",u,u,1,840
486,non-dyslexic,q79,same_different,"p,d",different,different,1,1243
281,dyslexic,q79,same_different,"d,u",different,different,1,1945
872,dyslexic,q47,matching,"u,b,n",n,n,1,2093
132,dyslexic,q9,matching,"m,n,p",n,n,1,1724
188,non-dyslexic,q57,matching,"p,m",p,p,1,1442
3,non-dyslexic,q96,matching,"u,p",p,q,0,1464
493,dyslexic,q69,same_different,"m,m",same,different,0,2438
68,dyslexic,q47,matching,"p,n",n,n,1,2299
153,dyslexic,q15,matching,"m,u,q",q,d,0,1499
896,non-dyslexic,q38,same_different,"m,m",same,same,1,1353
98,non-dyslexic,q7,matching,"b,n",n,b,0,1171
597,dyslexic,q12,same_different,"p,p",same,same,1,1735
107,non-dyslexic,q2,matching,"m,q",m,m,1,1376
538,dyslexic,q39,same_different,"p,q",different,different,1,2127
858,dyslexic,q55,same_different,"d,d",same,different,0,1763
761,dyslexic,q52,same_different,"b,b",same,same,1,2024
896,dyslexic,q83,matching,"u,d,n",d,b,0,1735
28,non-dyslexic,q62,same_different,"b,b",same,same,1,1415
20,dyslexic,q52,matching,"d,u",d,d,1,1513
238,non-dyslexic,q76,same_different,"d,d",same,same,1,1110
29,dyslexic,q85,same_different,"u,u",same,same,1,2025
215,dyslexic,q13,same_different,"d,d",same,same,1,1816
816,dyslexic,q32,matching,"p,d,n",d,d,1,1885
792,non-dyslexic,q79,matching,"p,m",m,m,1,1118
764,dyslexic,q75,matching,"n,u,q",q,d,0,1852
587,non-dyslexic,q81,matching,"u,d,p",d,d,1,979
705,dyslexic,q50,matching,"p,q",q,p,0,2269
894,non-dyslexic,q8,matching,"p,q",q,q,1,1362
715,dyslexic,q37,matching,"q,n,p",p,p,1,1756
595,non-dyslexic,q90,matching,"n,d,u",d,d,1,1323
946,non-dyslexic,q39,same_different,"p,p",same,same,1,1278
763,non-dyslexic,q29,matching,"q,m,p",p,p,1,1223
592,dyslexic,q13,matching,"p,m",m,m,1,1799
624,non-dyslexic,q98,same_different,"q,q",same,same,1,1333
104,dyslexic,q66,same_different,"n,n",same,same,1,1962
486,dyslexic,q8,matching,"b,p",p,n,0,2507
20,non-dyslexic,q18,matching,"b,d",b,m,0,1152
787,dyslexic,q99,matching,"n,p,d",d,d,1,2413
169,dyslexic,q90,matching,"u,d",u,u,1,2315
882,non-dyslexic,q81,matching,"u,m,p",p,p,1,1051
113,dyslexic,q53,matching,"b,m,q",m,b,0,1995
911,non-dyslexic,q28,matching,"b,u",u,u,1,1355
585,dyslexic,q52,same_different,"m,m",same,same,1,2372
84,dyslexic,q30,matching,"n,q,u",u,n,0,1816
814,dyslexic,q6,matching,"b,q",q,q,1,1456
258,non-dyslexic,q12,same_different,"q,b",different,different,1,1082
26,dyslexic,q40,same_different,"b,d",different,same,0,1933
949,dyslexic,q70,same_different,"n,b",different,different,1,1726
148,dyslexic,q99,same_different,"p,m",different,same,0,1850
268,non-dyslexic,q8,same_different,"p,p",same,same,1,1433
688,dyslexic,q76,same_different,"d,d",same,same,1,2329
102,non-dyslexic,q12,matching,"u,n",u,u,1,1120
139,dyslexic,q60,same_different,"d,m",different,different,1,1719
123,dyslexic,q69,matching,"p,d,q",q,q,1,2506
219,non-dyslexic,q61,matching,"u,q,d",d,d,1,1387
39,non-dyslexic,q64,matching,"b,m,p",b,b,1,985
357,dyslexic,q7,same_different,"n,n",same,same,1,1752
421,non-dyslexic,q56,same_different,"q,q",same,same,1,1238
172,non-dyslexic,q23,matching,"b,d",d,d,1,1047
478,non-dyslexic,q77,matching,"q,u,m",u,u,1,1040
32,dyslexic,q76,matching,"n,q,d",q,q,1,1991
908,dyslexic,q24,matching,"q,d",d,d,1,2345
371,non-dyslexic,q4,matching,"b,n,u",b,b,1,1109
859,dyslexic,q49,matching,"b,n,m",n,b,0,2298
4,non-dyslexic,q53,matching,"n,p",n,n,1,1385
8,non-dyslexic,q22,same_different,"m,m",same,same,1,1000
235,dyslexic,q19,same_different,"d,d",same,same,1,1804
335,non-dyslexic,q68,same_different,"p,m",different,different,1,870
95,dyslexic,q97,matching,"d,p",d,p,0,1925
31,non-dyslexic,q100,matching,"d,u,m",m,m,1,918
297,dyslexic,q90,matching,"m,q",m,m,1,2486
18,non-dyslexic,q4,matching,"u,n,p",u,u,1,1334
130,non-dyslexic,q66,same_different,"n,n",same,same,1,1338
751,non-dyslexic,q17,same_different,"d,b",different,different,1,1033
395,dyslexic,q45,matching,"n,d",d,d,1,2220
684,dyslexic,q29,matching,"m,u,b",u,m,0,1818
937,non-dyslexic,q48,matching,"d,m,b",m,m,1,1385
653,dyslexic,q39,matching,"b,q,u",u,u,1,1846
471,dyslexic,q58,matching,"b,q",q,q,1,1847
949,dyslexic,q85,same_different,"p,m",different,different,1,1822
651,dyslexic,q36,same_different,"q,q",same,same,1,2211
870,dyslexic,q35,matching,"p,b",b,b,1,1836
145,non-dyslexic,q23,same_different,"p,p",same,same,1,997
727,dyslexic,q15,matching,"m,b,p",p,p,1,1941
867,non-dyslexic,q4,matching,"b,d,p",b,b,1,923
782,dyslexic,q85,same_different,"m,p",different,different,1,1641
869,dyslexic,q82,same_different,"m,m",same,same,1,2368
620,non-dyslexic,q24,same_different,"q,q",same,same,1,1113
143,non-dyslexic,q4,matching,"m,d,b",d,d,1,1083
392,non-dyslexic,q61,same_different,"q,d",different,different,1,888
125,non-dyslexic,q76,same_different,"m,m",same,same,1,1167
190,dyslexic,q54,same_different,"n,n",same,same,1,2120
217,dyslexic,q29,matching,"m,b",m,m,1,1469
726,non-dyslexic,q44,matching,"d,p",p,p,1,1266
505,dyslexic,q95,matching,"b,n,q",q,d,0,1632
293,non-dyslexic,q45,same_different,"d,d",same,different,0,1398
939,non-dyslexic,q99,same_different,"p,p",same,same,1,1156
455,dyslexic,q95,same_different,"m,p",different,different,1,2250
717,non-dyslexic,q11,matching,"n,q,p",n,n,1,1447
918,non-dyslexic,q9,same_different,"b,b",same,same,1,1250
561,dyslexic,q85,same_different,"u,n",different,different,1,1668
692,dyslexic,q62,matching,"n,q,d",q,q,1,1604
701,non-dyslexic,q70,matching,"u,d",d,d,1,1513
292,non-dyslexic,q48,matching,"b,p",b,b,1,1002
42,dyslexic,q96,same_different,"q,p",different,different,1,2307
579,non-dyslexic,q20,same_different,"n,n",same,same,1,1335
614,non-dyslexic,q65,matching,"d,q",q,q,1,1418
821,non-dyslexic,q53,matching,"d,m,u",d,d,1,1251
892,dyslexic,q50,matching,"q,p,d",p,p,1,2268
893,non-dyslexic,q9,same_different,"q,d",different,different,1,1209
986,non-dyslexic,q32,matching,"p,q,m",q,p,0,1453
524,dyslexic,q55,same_different,"d,p",different,different,1,2219
851,dyslexic,q40,matching,"b,q,m",b,m,0,1832
547,non-dyslexic,q15,same_different,"u,u",same,same,1,1121
459,non-dyslexic,q92,matching,"n,p",n,n,1,1597
221,dyslexic,q35,same_different,"b,d",different,different,1,2489
673,dyslexic,q1,same_different,"d,d",same,same,1,2139
958,non-dyslexic,q86,same_different,"p,u",different,different,1,1309
383,dyslexic,q67,matching,"q,b",q,q,1,2160
138,dyslexic,q58,same_different,"u,u",same,same,1,2340
711,dyslexic,q73,matching,"q,u,n",q,q,1,1977
225,non-dyslexic,q67,matching,"b,d",b,b,1,1034
693,non-dyslexic,q65,matching,"u,m,d",u,d,0,1348
692,non-dyslexic,q3,same_different,"n,m",different,different,1,1065
212,dyslexic,q43,matching,"m,d,b",b,m,0,1831
733,non-dyslexic,q15,same_different,"d,p",different,different,1,1039
953,dyslexic,q7,same_different,"b,u",different,different,1,1633
354,non-dyslexic,q68,same_different,"m,m",same,same,1,1468
655,non-dyslexic,q95,same_different,"p,u",different,different,1,931
248,dyslexic,q52,matching,"n,d",d,d,1,2216
106,dyslexic,q83,same_different,"q,q",same,same,1,1501
44,non-dyslexic,q2,same_different,"q,m",different,different,1,1286
499,non-dyslexic,q58,matching,"d,q",d,d,1,1516
573,non-dyslexic,q27,matching,"b,u,p",p,m,0,1437
116,dyslexic,q74,matching,"p,m,n",p,p,1,1668
68,non-dyslexic,q6,matching,"m,d,p",m,m,1,1369
603,dyslexic,q42,matching,"d,p,u",d,d,1,2204
780,non-dyslexic,q37,same_different,"q,u",different,different,1,1378
573,dyslexic,q88,matching,"q,m,u",u,b,0,2432
208,dyslexic,q66,matching,"d,q,n",q,q,1,2395
228,dyslexic,q9,matching,"d,p",d,q,0,2442
437,dyslexic,q31,same_different,"u,u",same,same,1,2338
549,non-dyslexic,q61,same_different,"n,b",different,different,1,1171
886,non-dyslexic,q22,matching,"q,n,b",q,q,1,1387
144,dyslexic,q89,matching,"d,b,m",d,d,1,2350
150,dyslexic,q19,matching,"n,p,q",n,b,0,1946
675,non-dyslexic,q89,matching,"b,n,m",m,m,1,1006
374,non-dyslexic,q56,matching,"u,q,n",q,q,1,1320
876,dyslexic,q37,matching,"d,u,p",d,m,0,2280
374,dyslexic,q59,same_different,"n,n",same,same,1,1671
265,dyslexic,q80,same_different,"q,q",same,same,1,2149
432,dyslexic,q15,matching,"b,p",b,d,0,1461
407,non-dyslexic,q20,matching,"d,q",q,q,1,1184
268,non-dyslexic,q44,matching,"d,p",p,p,1,1102
504,non-dyslexic,q77,same_different,"b,p",different,different,1,957
394,dyslexic,q91,matching,"n,d,u",n,b,0,2491
710,dyslexic,q85,matching,"u,m",u,u,1,2036
271,non-dyslexic,q76,same_different,"n,q",different,different,1,848
706,non-dyslexic,q87,same_different,"b,b",same,same,1,1281
765,dyslexic,q3,matching,"m,p",p,p,1,1672
899,dyslexic,q84,same_different,"n,b",different,different,1,1662
328,non-dyslexic,q84,same_different,"q,m",different,different,1,1008
92,non-dyslexic,q8,same_different,"m,b",different,different,1,1056
567,non-dyslexic,q15,same_different,"u,p",different,different,1,889
540,non-dyslexic,q30,matching,"p,m",p,p,1,1010
758,dyslexic,q34,same_different,"n,n",same,same,1,2294
404,dyslexic,q83,same_different,"m,m",same,same,1,2159
533,dyslexic,q98,matching,"u,q,b",q,d,0,1497
38,non-dyslexic,q88,same_different,"n,n",same,same,1,1370
953,dyslexic,q58,matching,"n,p",n,n,1,2079
486,non-dyslexic,q94,matching,"q,u",u,u,1,1030
508,non-dyslexic,q17,same_different,"q,q",same,same,1,1172
90,non-dyslexic,q51,same_different,"q,q",same,same,1,1345
446,non-dyslexic,q89,same_different,"m,n",different,different,1,1227
973,dyslexic,q42,same_different,"d,m",different,different,1,2495
551,non-dyslexic,q1,matching,"u,p",u,u,1,1308
489,non-dyslexic,q20,matching,"q,p,b",b,b,1,1464
983,non-dyslexic,q4,matching,"b,q,u",q,q,1,1513
193,non-dyslexic,q18,matching,"u,b,m",m,m,1,994
539,non-dyslexic,q8,matching,"n,m",n,n,1,1118
971,non-dyslexic,q63,matching,"n,d",n,n,1,1004
127,dyslexic,q20,matching,"n,m",m,b,0,1975
176,non-dyslexic,q3,matching,"d,u,n",d,d,1,1371
216,non-dyslexic,q82,same_different,"q,d",different,different,1,1473
201,dyslexic,q18,matching,"n,u,q",n,n,1,2370
463,dyslexic,q61,matching,"q,n,b",b,q,0,1969
985,non-dyslexic,q53,matching,"m,q,d",q,q,1,1154
225,dyslexic,q93,same_different,"p,q",different,same,0,2535
679,non-dyslexic,q46,same_different,"n,u",different,different,1,1246
760,non-dyslexic,q85,matching,"n,d,q",d,d,1,1277
531,dyslexic,q20,same_different,"u,n",different,different,1,2057
5,non-dyslexic,q78,matching,"u,m,n",u,u,1,1133
250,non-dyslexic,q94,matching,"u,m,b",m,m,1,1193
819,dyslexic,q93,same_different,"m,d",different,different,1,1756
843,dyslexic,q59,same_different,"p,d",different,same,0,2226
581,dyslexic,q60,matching,"d,m,p",m,m,1,2432
683,non-dyslexic,q88,same_different,"d,m",different,different,1,1026
573,non-dyslexic,q15,matching,"n,u",n,n,1,1156
674,dyslexic,q72,same_different,"p,p",same,different,0,1660
611,dyslexic,q88,same_different,"u,d",different,different,1,2446
339,dyslexic,q93,same_different,"b,b",same,same,1,1499
890,dyslexic,q46,same_different,"q,q",same,same,1,2188
928,dyslexic,q86,matching,"m,p",p,p,1,1738
733,non-dyslexic,q45,matching,"n,q,b",b,b,1,1031
238,dyslexic,q11,matching,"u,p,n",n,n,1,2042
33,non-dyslexic,q54,same_different,"q,d",different,different,1,1317
254,non-dyslexic,q50,same_different,"u,d",different,different,1,1382
987,non-dyslexic,q93,same_different,"u,u",same,same,1,1241
527,dyslexic,q16,matching,"m,u",m,m,1,1660
618,non-dyslexic,q31,same_different,"u,d",different,different,1,986
763,non-dyslexic,q8,matching,"n,m,u",u,u,1,1101
721,non-dyslexic,q57,same_different,"n,b",different,same,0,1091
801,dyslexic,q100,same_different,"p,p",same,different,0,2147
666,dyslexic,q19,matching,"p,u,b",b,b,1,1763
244,dyslexic,q33,same_different,"q,p",different,different,1,1924
621,non-dyslexic,q15,matching,"n,p",p,p,1,1020
872,non-dyslexic,q83,matching,"d,b,n",n,n,1,1130
600,non-dyslexic,q16,same_different,"p,p",same,same,1,1089
959,non-dyslexic,q17,matching,"q,d",q,q,1,1273
702,non-dyslexic,q96,same_different,"n,n",same,same,1,999
101,non-dyslexic,q32,matching,"q,d,u",d,d,1,1113
28,dyslexic,q73,matching,"n,p,u",u,n,0,1577
885,dyslexic,q33,matching,"u,d",u,u,1,2157
761,non-dyslexic,q32,matching,"d,n",n,n,1,899
609,dyslexic,q52,matching,"d,n",d,d,1,2218
737,non-dyslexic,q35,matching,"n,p,u",u,u,1,1010
808,non-dyslexic,q65,same_different,"b,u",different,different,1,1049
177,dyslexic,q97,matching,"p,q",p,p,1,1757
153,dyslexic,q31,same_different,"p,p",same,different,0,2207
702,non-dyslexic,q97,matching,"d,q,b",d,d,1,1054
961,non-dyslexic,q32,matching,"n,m,u",u,u,1,1406
494,dyslexic,q6,same_different,"p,p",same,same,1,1701
52,non-dyslexic,q2,matching,"p,m",m,m,1,995
688,non-dyslexic,q78,matching,"q,b",b,b,1,1111
599,non-dyslexic,q80,matching,"p,u,n",u,u,1,1102
405,dyslexic,q50,same_different,"m,m",same,same,1,1753
457,non-dyslexic,q15,matching,"d,m,p",m,m,1,1406
850,dyslexic,q100,matching,"p,u",u,u,1,1550
558,non-dyslexic,q68,matching,"d,n",d,d,1,1265
390,non-dyslexic,q39,matching,"d,q,n",d,d,1,875
975,non-dyslexic,q10,matching,"d,n,b",n,n,1,1381
116,non-dyslexic,q69,matching,"q,b,p",b,b,1,1495
397,non-dyslexic,q62,same_different,"d,q",different,different,1,1036
29,dyslexic,q29,matching,"q,n",q,q,1,1675
353,non-dyslexic,q24,same_different,"u,n",different,different,1,1094
958,dyslexic,q43,same_different,"p,p",same,same,1,1976
960,non-dyslexic,q75,same_different,"b,b",same,same,1,1031
492,dyslexic,q25,same_different,"b,b",same,same,1,2293
668,dyslexic,q62,matching,"u,m,q",m,m,1,2018
615,dyslexic,q21,same_different,"b,b",same,same,1,2378
810,dyslexic,q54,matching,"m,u",m,b,0,1862
505,dyslexic,q88,matching,"q,d",q,q,1,1965
853,dyslexic,q23,matching,"m,q,d",q,n,0,1494
588,non-dyslexic,q28,same_different,"q,m",different,different,1,877
782,dyslexic,q2,matching,"p,d,n",p,p,1,2397
200,non-dyslexic,q16,same_different,"b,q",different,different,1,1222
38,non-dyslexic,q6,matching,"d,q",d,d,1,1197
529,non-dyslexic,q65,same_different,"p,p",same,different,0,1214
613,non-dyslexic,q71,same_different,"d,q",different,same,0,1177
648,dyslexic,q42,matching,"b,m,d",m,m,1,2316
645,non-dyslexic,q33,matching,"b,n",b,b,1,1224
125,non-dyslexic,q51,same_different,"m,m",same,same,1,1197
792,non-dyslexic,q41,same_different,"b,b",same,same,1,1050
